 x2 x3 t
513 -32750.0 -16250.0 1000000000.0
514 -32750.0 -15750.0 1000000000.0
515 -32750.0 -15250.0 1000000000.0
516 -32750.0 -14750.0 1000000000.0
517 -32750.0 -14250.0 1000000000.0
518 -32750.0 -13750.0 1000000000.0
519 -32750.0 -13250.0 1000000000.0
520 -32750.0 -12750.0 1000000000.0
521 -32750.0 -12250.0 1000000000.0
522 -32750.0 -11750.0 1000000000.0
523 -32750.0 -11250.0 1000000000.0
524 -32750.0 -10750.0 1000000000.0
525 -32750.0 -10250.0 1000000000.0
526 -32750.0 -9750.0 1000000000.0
527 -32750.0 -9250.0 1000000000.0
528 -32750.0 -8750.0 1000000000.0
529 -32750.0 -8250.0 88.098807611763
530 -32750.0 -7750.0 72.202513436379
531 -32750.0 -7250.0 64.668363429715
532 -32750.0 -6750.0 60.886606187697
533 -32750.0 -6250.0 58.583649842481
534 -32750.0 -5750.0 56.921701841031
535 -32750.0 -5250.0 55.66900765727
536 -32750.0 -4750.0 54.676126349051
537 -32750.0 -4250.0 53.850749457976
538 -32750.0 -3750.0 53.13766989409
539 -32750.0 -3250.0 52.508549339186
540 -32750.0 -2750.0 51.934899428144
541 -32750.0 -2250.0 51.44756104691
542 -32750.0 -1750.0 50.957591655266
543 -32750.0 -1250.0 50.494742437679
544 -32750.0 -750.0 50.027086846378
545 -32750.0 -250.0 49.586223311688
546 -32750.0 250.0 49.14007693621
547 -32750.0 750.0 48.689200969885
548 -32750.0 1250.0 48.263596168953
549 -32750.0 1750.0 47.865620096293
550 -32750.0 2250.0 47.461674940766
551 -32750.0 2750.0 47.084051755076
552 -32750.0 3250.0 46.770838340735
553 -32750.0 3750.0 46.487692359367
554 -32750.0 4250.0 46.273234929202
555 -32750.0 4750.0 46.092702835095
556 -32750.0 5250.0 46.019646803049
557 -32750.0 5750.0 46.019646803049
558 -32750.0 6250.0 46.092702835095
559 -32750.0 6750.0 46.273234929202
560 -32750.0 7250.0 46.594590285477
561 -32750.0 7750.0 47.014864756759
562 -32750.0 8250.0 47.597402294933
563 -32750.0 8750.0 48.362024878771
564 -32750.0 9250.0 49.331629281209
565 -32750.0 9750.0 50.587370436574
566 -32750.0 10250.0 52.297351796544
567 -32750.0 10750.0 54.705368892319
568 -32750.0 11250.0 58.620830604044
569 -32750.0 11750.0 67.732340796751
570 -32750.0 12250.0 1000000000.0
571 -32750.0 12750.0 1000000000.0
572 -32750.0 13250.0 1000000000.0
573 -32750.0 13750.0 1000000000.0
574 -32750.0 14250.0 1000000000.0
575 -32750.0 14750.0 1000000000.0
576 -32750.0 15250.0 1000000000.0
577 -32750.0 15750.0 1000000000.0
578 -32750.0 16250.0 1000000000.0
579 -32750.0 16750.0 1000000000.0
580 -32750.0 17250.0 1000000000.0
581 -32750.0 17750.0 1000000000.0
582 -32750.0 18250.0 1000000000.0
583 -32750.0 18750.0 1000000000.0
584 -32750.0 19250.0 1000000000.0
585 -32750.0 19750.0 1000000000.0
586 -32750.0 20250.0 1000000000.0
587 -32750.0 20750.0 1000000000.0
588 -32250.0 -20750.0 1000000000.0
589 -32250.0 -20250.0 1000000000.0
590 -32250.0 -19750.0 1000000000.0
591 -32250.0 -19250.0 1000000000.0
592 -32250.0 -18750.0 1000000000.0
593 -32250.0 -18250.0 1000000000.0
594 -32250.0 -17750.0 1000000000.0
595 -32250.0 -17250.0 1000000000.0
596 -32250.0 -16750.0 1000000000.0
597 -32250.0 -16250.0 1000000000.0
598 -32250.0 -15750.0 1000000000.0
599 -32250.0 -15250.0 1000000000.0
600 -32250.0 -14750.0 1000000000.0
601 -32250.0 -14250.0 1000000000.0
602 -32250.0 -13750.0 1000000000.0
603 -32250.0 -13250.0 1000000000.0
604 -32250.0 -12750.0 1000000000.0
605 -32250.0 -12250.0 74.314466326529
606 -32250.0 -11750.0 60.770592675104
607 -32250.0 -11250.0 56.335605455133
608 -32250.0 -10750.0 54.058245983873
609 -32250.0 -10250.0 52.65883415113
610 -32250.0 -9750.0 51.691519166392
611 -32250.0 -9250.0 50.98827255222
612 -32250.0 -8750.0 50.432757098979
613 -32250.0 -8250.0 49.932893572515
614 -32250.0 -7750.0 49.490681249014
615 -32250.0 -7250.0 49.108204317413
616 -32250.0 -6750.0 48.721420083749
617 -32250.0 -6250.0 48.362024878771
618 -32250.0 -5750.0 47.998944188251
619 -32250.0 -5250.0 47.630962959076
620 -32250.0 -4750.0 47.25668432232
621 -32250.0 -4250.0 46.840992562385
622 -32250.0 -3750.0 46.452002498418
623 -32250.0 -3250.0 46.055939182749
624 -32250.0 -2750.0 45.614386199248
625 -32250.0 -2250.0 45.200997195512
626 -32250.0 -1750.0 44.701103649125
627 -32250.0 -1250.0 44.227188840423
628 -32250.0 -750.0 43.741571292893
629 -32250.0 -250.0 43.199986336903
630 -32250.0 250.0 42.684725260654
631 -32250.0 750.0 42.110087829018
632 -32250.0 1250.0 41.563350038566
633 -32250.0 1750.0 40.998936583153
634 -32250.0 2250.0 40.466973415527
635 -32250.0 2750.0 39.918352181516
636 -32250.0 3250.0 39.458598953896
637 -32250.0 3750.0 39.041660006279
638 -32250.0 4250.0 38.67125626007
639 -32250.0 4750.0 38.34957646059
640 -32250.0 5250.0 38.079963332623
641 -32250.0 5750.0 37.861842261547
642 -32250.0 6250.0 37.753843001603
643 -32250.0 6750.0 37.644494408676
644 -32250.0 7250.0 37.644494408676
645 -32250.0 7750.0 37.69913628913
646 -32250.0 8250.0 37.807857753181
647 -32250.0 8750.0 37.971106384493
648 -32250.0 9250.0 38.295821492257
649 -32250.0 9750.0 38.724750137536
650 -32250.0 10250.0 39.355128798364
651 -32250.0 10750.0 40.219550042635
652 -32250.0 11250.0 41.423998964712
653 -32250.0 11750.0 43.15764203886
654 -32250.0 12250.0 45.427683456991
655 -32250.0 12750.0 48.230626332213
656 -32250.0 13250.0 51.904580861369
657 -32250.0 13750.0 58.34906961452
658 -32250.0 14250.0 93.612146353054
659 -32250.0 14750.0 1000000000.0
660 -32250.0 15250.0 1000000000.0
661 -32250.0 15750.0 1000000000.0
662 -32250.0 16250.0 1000000000.0
663 -32250.0 16750.0 1000000000.0
664 -32250.0 17250.0 1000000000.0
665 -32250.0 17750.0 1000000000.0
666 -32250.0 18250.0 1000000000.0
667 -32250.0 18750.0 1000000000.0
668 -32250.0 19250.0 1000000000.0
669 -32250.0 19750.0 1000000000.0
670 -32250.0 20250.0 1000000000.0
671 -32250.0 20750.0 1000000000.0
672 -31750.0 -20750.0 1000000000.0
673 -31750.0 -20250.0 1000000000.0
674 -31750.0 -19750.0 1000000000.0
675 -31750.0 -19250.0 1000000000.0
676 -31750.0 -18750.0 1000000000.0
677 -31750.0 -18250.0 1000000000.0
678 -31750.0 -17750.0 1000000000.0
679 -31750.0 -17250.0 1000000000.0
680 -31750.0 -16750.0 1000000000.0
681 -31750.0 -16250.0 1000000000.0
